0;2700
-15.156;2653.362
-30.312;2606.724
-45.468;2560.086
-60.624;2513.448
-75.78;2466.81
-106.092;2373.525
-136.404;2280.24
-166.716;2186.955
-197.028;2093.67
-227.34;2000.385
-303.111;1767.177
-378.882;1533.969
-454.653;1300.761
-530.424;1067.553
-606.195;834.345
-681.12;603.738
-756.045;373.131
-830.97;142.524
-905.895;-88.083
-980.82;-318.69
-1056.6;-551.898
-1132.38;-785.106
-1208.16;-1018.314
-1283.94;-1251.522
-1359.72;-1484.73
-1390.023;-1578.015
-1420.326;-1671.3
-1450.629;-1764.585
-1480.932;-1857.87
-1511.235;-1951.155
-1526.391;-1997.793
-1541.547;-2044.431
-1556.703;-2091.069
-1571.859;-2137.707
-1587.015;-2184.345
-1547.343;-2155.518
-1507.671;-2126.691
-1467.999;-2097.864
-1428.327;-2069.037
-1388.655;-2040.21
-1309.302;-1982.556
-1229.949;-1924.902
-1150.596;-1867.248
-1071.243;-1809.594
-991.89;-1751.94
-793.512;-1607.814
-595.134;-1463.688
-396.756;-1319.562
-198.378;-1175.436
0;-1031.31
196.164;-888.786
392.328;-746.262
588.492;-603.738
784.656;-461.214
980.82;-318.69
1179.198;-174.564
1377.576;-30.438
1575.954;113.688
1774.332;257.814
1972.71;401.94
2052.063;459.594
2131.416;517.248
2210.769;574.902
2290.122;632.556
2369.475;690.21
2409.147;719.037
2448.819;747.864
2488.491;776.691
2528.163;805.518
2567.835;834.345
2520.594;834.345
2473.353;834.345
2426.112;834.345
2378.871;834.345
2331.63;834.345
2231.748;834.345
2131.866;834.345
2031.984;834.345
1932.102;834.345
1832.22;834.345
1587.015;834.345
1341.81;834.345
1096.605;834.345
851.4;834.345
606.195;834.345
363.717;834.345
121.239;834.345
-121.239;834.345
-363.717;834.345
-606.195;834.345
-851.4;834.345
-1096.605;834.345
-1341.81;834.345
-1587.015;834.345
-1832.22;834.345
-1932.102;834.345
-2031.984;834.345
-2131.866;834.345
-2231.748;834.345
-2331.63;834.345
-2378.871;834.345
-2426.112;834.345
-2473.353;834.345
-2520.594;834.345
-2567.835;834.345
-2528.163;805.518
-2488.491;776.691
-2448.819;747.864
-2409.147;719.037
-2369.475;690.21
-2290.122;632.556
-2210.769;574.902
-2131.416;517.248
-2052.063;459.594
-1972.71;401.94
-1774.332;257.814
-1575.954;113.688
-1377.576;-30.438
-1179.198;-174.564
-980.82;-318.69
-784.656;-461.214
-588.492;-603.738
-392.328;-746.262
-196.164;-888.786
0;-1031.31
198.378;-1175.436
396.756;-1319.562
595.134;-1463.688
793.512;-1607.814
991.89;-1751.94
1071.243;-1809.594
1150.596;-1867.248
1229.949;-1924.902
1309.302;-1982.556
1388.655;-2040.21
1428.327;-2069.037
1467.999;-2097.864
1507.671;-2126.691
1547.343;-2155.518
1587.015;-2184.345
1571.859;-2137.707
1556.703;-2091.069
1541.547;-2044.431
1526.391;-1997.793
1511.235;-1951.155
1480.932;-1857.87
1450.629;-1764.585
1420.326;-1671.3
1390.023;-1578.015
1359.72;-1484.73
1283.94;-1251.522
1208.16;-1018.314
1132.38;-785.106
1056.6;-551.898
980.82;-318.69
905.409;-88.083
829.998;142.524
754.587;373.131
679.176;603.738
603.765;834.345
528.48;1067.553
453.195;1300.761
377.91;1533.969
302.625;1767.177
227.34;2000.385
197.028;2093.67
166.716;2186.955
136.404;2280.24
106.092;2373.525
75.78;2466.81
60.624;2513.448
45.468;2560.086
30.312;2606.724
15.156;2653.362
